id_pedido,data,hora_str,hora_int,mes,semana,dia_semana,turno,cidade_id,modalidade,canal,km,faixa_km,custo_por_km,sla_min,tempo_total_min,tempo_aceite_min,atraso_min,tempo_chegada_origem_min,tempo_espera_origem_min,tempo_deslocamento_min,status,cancelada_flag,insucesso_flag,motivo_cancelamento,otd_flag,valor_base_entregador,valor_dinamica,valor_entregador,evento_flag,evento_id,custo_operacional,valor_dinamica_empresa,valor_pago_empresa,margem_unitaria
P045915334,2026-01-08,08:41,8,2026-01,2,Qui,Manhã,11,Integrada,App,1.06,0-3,6.320754716981132,55,7.1,0.9,-47.9,3.2,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915372,2026-01-08,08:43,8,2026-01,2,Qui,Manhã,11,Expressa,App,0.89,0-3,7.52808988764045,40,5.94,0.42,-34.06,2.52,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915461,2025-10-08,09:46,9,2025-10,41,Qua,Manhã,11,Econômica,App,1.39,0-3,4.820143884892087,60,4.51,0.13,-55.49,0.2,0.0,4.18,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915481,2026-01-08,09:46,9,2026-01,2,Qui,Manhã,11,Integrada,Integrado,1.06,0-3,6.320754716981132,55,7.38,1.58,-47.62,2.8,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915562,2025-10-08,08:48,8,2025-10,41,Qua,Manhã,11,Econômica,App,1.61,0-3,4.161490683229814,60,4.51,0.2,-55.49,1.16,0.0,3.15,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915648,2026-01-08,09:50,9,2026-01,2,Qui,Manhã,11,Econômica,App,2.3,0-3,2.91304347826087,60,20.9,3.92,-39.1,4.25,6.5,6.23,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915680,2026-01-08,09:51,9,2026-01,2,Qui,Manhã,11,Integrada,App,1.42,0-3,4.71830985915493,55,20.1,9.3,-34.9,6.58,0.0,4.22,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915700,2026-01-08,09:51,9,2026-01,2,Qui,Manhã,11,Econômica,App,6.2,3-7,1.553225806451613,60,36.92,3.9,-23.08,7.27,0.0,25.75,Finalizada,0,0,,1,9.63,0,9.63,0,,9.63,0,11.13,0.15576323987538943
P045915701,2025-10-08,09:51,9,2025-10,41,Qua,Manhã,11,Expressa,App,0.3,0-3,30.666666666666664,40,10.2,0.22,-29.8,5.84,0.0,4.14,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P045915726,2025-10-08,09:53,9,2025-10,41,Qua,Manhã,11,Integrada,App,1.12,0-3,5.982142857142857,55,14.48,0.2,-40.519999999999996,11.31,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915733,2025-10-08,09:53,9,2025-10,41,Qua,Manhã,11,Econômica,App,1.41,0-3,4.75177304964539,60,5.67,0.32,-54.33,2.38,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915767,2025-10-08,09:53,9,2025-10,41,Qua,Manhã,11,Manual,App,0.49,0-3,18.77551020408163,70,11.35,0.0,-58.65,2.89,5.49,2.97,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P045915831,2026-01-08,09:56,9,2026-01,2,Qui,Manhã,11,Econômica,App,0.6,0-3,11.166666666666668,60,12.32,6.37,-47.68,0.97,1.98,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915848,2026-01-08,09:57,9,2026-01,2,Qui,Manhã,11,Integrada,App,2.43,0-3,2.757201646090535,55,14.78,2.38,-40.22,2.8,0.0,9.6,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045915876,2026-01-08,09:58,9,2026-01,2,Qui,Manhã,11,Manual,App,0.57,0-3,16.140350877192983,70,8.96,0.08,-61.04,1.38,4.5,3.0,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P045915966,2025-10-08,09:01,9,2025-10,41,Qua,Manhã,11,Expressa,Integrado,1.06,0-3,6.320754716981132,40,9.58,0.43,-30.42,3.83,0.0,5.32,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916028,2026-01-08,10:03,10,2026-01,2,Qui,Manhã,11,Econômica,App,1.86,0-3,5.215053763440859,60,16.07,7.33,-43.93,0.1,0.0,8.64,Finalizada,0,0,,1,9.7,0,9.7,0,,9.7,0,11.2,0.15463917525773208
P045916042,2025-10-08,10:03,10,2025-10,41,Qua,Manhã,11,Expressa,App,2.33,0-3,2.875536480686695,40,69.33,34.65,29.33,4.03,0.0,30.65,Insucesso,0,1,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916097,2026-01-08,10:05,10,2026-01,2,Qui,Manhã,11,Integrada,App,4.23,3-7,1.8817966903073284,55,67.78,16.13,12.780000000000001,20.32,0.0,31.33,Finalizada,0,0,,0,7.96,0,7.96,0,,7.96,0,9.46,0.1884422110552766
P045916190,2025-10-08,09:07,9,2025-10,41,Qua,Manhã,11,Econômica,App,1.69,0-3,3.9644970414201186,60,10.83,0.22,-49.17,6.31,0.0,4.3,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916362,2026-01-08,09:12,9,2026-01,2,Qui,Manhã,11,Integrada,Integrado,1.52,0-3,4.407894736842105,55,9.02,0.53,-45.980000000000004,0.85,0.0,7.64,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916449,2025-10-08,09:14,9,2025-10,41,Qua,Manhã,11,Econômica,App,2.08,0-3,3.2211538461538463,60,14.09,6.71,-45.91,4.08,0.0,3.3,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916504,2025-10-08,09:16,9,2025-10,41,Qua,Manhã,11,Econômica,Integrado,1.5,0-3,4.466666666666667,60,7.67,0.76,-52.33,3.94,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916585,2026-01-08,09:19,9,2026-01,2,Qui,Manhã,11,Econômica,App,1.43,0-3,4.685314685314686,60,21.45,1.02,-38.55,15.65,0.0,4.78,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916628,2025-10-08,09:21,9,2025-10,41,Qua,Manhã,11,Econômica,App,0.44,0-3,15.227272727272728,60,4.7,0.18,-55.3,1.55,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916665,2025-10-08,09:22,9,2025-10,41,Qua,Manhã,11,Econômica,App,2.42,0-3,2.7685950413223144,60,3.19,0.1,-56.81,0.12,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916753,2026-01-08,10:24,10,2026-01,2,Qui,Manhã,11,Econômica,Integrado,1.64,0-3,4.085365853658537,60,16.05,8.38,-43.95,4.12,0.0,3.55,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916807,2026-01-08,09:26,9,2026-01,2,Qui,Manhã,11,Expressa,Integrado,1.07,0-3,6.261682242990654,40,6.65,0.3,-33.35,3.35,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045916893,2025-10-08,10:29,10,2025-10,41,Qua,Manhã,11,Manual,App,4.66,3-7,1.7854077253218885,70,30.03,0.0,-39.97,0.0,0.0,30.03,Cancelada,1,0,Motivo 05,0,8.32,0,8.32,0,,8.32,0,9.82,0.18028846153846145
P045917095,2025-10-08,09:36,9,2025-10,41,Qua,Manhã,11,Econômica,App,0.78,0-3,8.58974358974359,60,17.18,0.27,-42.82,13.34,0.0,3.57,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917221,2026-01-08,10:40,10,2026-01,2,Qui,Manhã,11,Manual,App,2.5,0-3,2.68,70,25.5,0.0,-44.5,0.0,0.0,25.5,Cancelada,1,0,Motivo 01,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917335,2026-01-08,10:44,10,2026-01,2,Qui,Manhã,11,Econômica,App,1.23,0-3,5.4471544715447155,60,10.07,0.33,-49.93,0.12,0.0,9.62,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917376,2025-10-08,09:46,9,2025-10,41,Qua,Manhã,11,Econômica,App,0.57,0-3,11.754385964912283,60,6.54,0.35,-53.46,1.41,0.0,4.78,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917564,2026-01-08,11:51,11,2026-01,2,Qui,Manhã,11,Econômica,App,4.71,3-7,2.1910828025477707,60,116.33,0.0,56.33,0.0,0.0,116.33,Cancelada,1,0,,0,10.32,0,10.32,0,,10.32,0,11.82,0.14534883720930236
P045917620,2025-10-08,10:54,10,2025-10,41,Qua,Manhã,11,Econômica,App,0.83,0-3,8.072289156626507,60,10.63,0.13,-49.37,0.32,0.0,10.18,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917648,2026-01-08,10:55,10,2026-01,2,Qui,Manhã,11,Econômica,App,0.59,0-3,11.355932203389832,60,3.55,0.22,-56.45,0.33,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917854,2026-01-08,10:02,10,2026-01,2,Qui,Manhã,11,Econômica,App,1.16,0-3,5.775862068965518,60,17.0,2.53,-43.0,7.13,0.0,7.34,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917951,2026-01-08,10:05,10,2026-01,2,Qui,Manhã,11,Econômica,App,1.49,0-3,4.496644295302014,60,3.9,0.43,-56.1,0.12,0.0,3.35,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917984,2026-01-08,10:06,10,2026-01,2,Qui,Manhã,11,Econômica,App,0.3,0-3,22.333333333333336,60,3.47,0.25,-56.53,0.22,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045917988,2026-01-08,10:06,10,2026-01,2,Qui,Manhã,11,Manual,App,6.45,3-7,1.5271317829457363,70,33.87,0.0,-36.13,0.0,0.0,33.87,Cancelada,1,0,Motivo 05,0,9.85,0,9.85,0,,9.85,0,11.35,0.15228426395939088
P045917994,2026-01-08,11:06,11,2026-01,2,Qui,Manhã,11,Econômica,App,0.9,0-3,7.444444444444445,60,6.38,0.25,-53.62,2.63,0.0,3.5,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918016,2025-10-08,10:06,10,2025-10,41,Qua,Manhã,11,Expressa,App,1.5,0-3,4.466666666666667,40,36.01,2.48,-3.990000000000002,0.1,0.0,33.43,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918151,2025-10-08,10:10,10,2025-10,41,Qua,Manhã,11,Manual,App,10.54,7-12,1.3757115749525617,70,39.27,0.0,-30.729999999999997,0.51,0.0,38.76,Finalizada,0,0,,1,14.5,0,14.5,0,,14.5,0,16.0,0.10344827586206895
P045918216,2025-10-08,10:11,10,2025-10,41,Qua,Manhã,11,Econômica,App,6.0,3-7,1.5666666666666667,60,25.02,0.18,-34.980000000000004,4.67,1.55,18.62,Finalizada,0,0,,1,9.4,0,9.4,0,,9.4,0,10.9,0.15957446808510634
P045918258,2025-10-08,10:12,10,2025-10,41,Qua,Manhã,11,Manual,App,1.45,0-3,6.689655172413793,70,4.39,0.15,-65.61,0.05,0.1,4.09,Finalizada,0,0,,1,9.7,0,9.7,0,,9.7,0,11.2,0.15463917525773208
P045918445,2025-10-08,11:17,11,2025-10,41,Qua,Manhã,11,Manual,App,8.44,7-12,2.061611374407583,70,80.44,0.0,10.439999999999998,0.17,0.0,80.27,Finalizada,0,0,,0,17.4,0,17.4,0,,17.4,0,18.9,0.0862068965517242
P045918465,2025-10-08,10:18,10,2025-10,41,Qua,Manhã,11,Manual,App,3.42,3-7,2.1169590643274856,70,20.25,0.0,-49.75,10.12,0.13,10.0,Finalizada,0,0,,1,7.24,0,7.24,0,,7.24,0,8.74,0.20718232044198892
P045918499,2026-01-08,10:19,10,2026-01,2,Qui,Manhã,11,Manual,App,1.5,0-3,4.466666666666667,70,7.07,0.0,-62.93,0.25,2.1,4.72,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918608,2026-01-08,10:22,10,2026-01,2,Qui,Manhã,11,Integrada,App,1.43,0-3,4.685314685314686,55,7.32,0.32,-47.68,0.17,0.0,6.83,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918609,2025-10-08,11:22,11,2025-10,41,Qua,Manhã,11,Econômica,App,7.61,7-12,1.7056504599211564,60,86.8,34.65,26.799999999999997,8.63,0.0,43.52,Cancelada,1,0,Motivo 06,0,12.98,0,12.98,0,,12.98,0,14.48,0.11556240369799697
P045918730,2026-01-08,10:25,10,2026-01,2,Qui,Manhã,11,Econômica,Integrado,1.34,0-3,5.0,60,6.43,0.83,-53.57,2.45,0.0,3.15,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918746,2025-10-08,10:26,10,2025-10,41,Qua,Manhã,11,Econômica,Integrado,1.04,0-3,6.4423076923076925,60,27.15,14.01,-32.85,5.96,0.0,7.18,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045918803,2025-10-08,10:28,10,2025-10,41,Qua,Manhã,11,Integrada,App,0.98,0-3,6.836734693877552,55,11.55,0.32,-43.45,5.62,0.0,5.61,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919017,2025-10-08,10:33,10,2025-10,41,Qua,Manhã,11,Econômica,App,0.38,0-3,17.63157894736842,60,10.62,1.29,-49.38,6.36,0.0,2.97,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919029,2026-01-08,11:33,11,2026-01,2,Qui,Manhã,11,Econômica,Integrado,1.54,0-3,4.350649350649351,60,32.82,0.22,-27.18,19.47,0.0,13.13,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919037,2025-10-08,10:33,10,2025-10,41,Qua,Manhã,11,Econômica,App,1.47,0-3,4.557823129251701,60,13.3,0.57,-46.7,8.27,0.0,4.46,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919229,2026-01-08,11:39,11,2026-01,2,Qui,Manhã,11,Econômica,App,2.47,0-3,2.7125506072874495,60,41.83,0.7,-18.17,32.17,0.0,8.96,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919272,2025-10-08,11:41,11,2025-10,41,Qua,Manhã,11,Integrada,App,1.36,0-3,4.9264705882352935,55,19.92,1.02,-35.08,14.65,0.0,4.25,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919332,2025-10-08,11:42,11,2025-10,41,Qua,Manhã,11,Manual,App,4.91,3-7,2.6680244399185336,70,44.27,0.0,-25.729999999999997,0.57,0.45,43.25,Finalizada,0,0,,1,13.1,0,13.1,0,,13.1,0,14.6,0.11450381679389321
P045919374,2026-01-08,10:44,10,2026-01,2,Qui,Manhã,11,Econômica,App,2.22,0-3,3.9189189189189184,60,4.67,0.28,-55.33,0.3,0.0,4.09,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
P045919441,2026-01-08,11:45,11,2026-01,2,Qui,Manhã,11,Econômica,App,1.38,0-3,4.855072463768116,60,23.48,0.38,-36.519999999999996,16.3,0.0,6.8,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919444,2026-01-08,11:45,11,2026-01,2,Qui,Manhã,11,Manual,App,5.42,3-7,2.6273062730627306,70,47.57,0.0,-22.43,40.0,0.1,7.47,Finalizada,0,0,,1,14.24,0,14.24,0,,14.24,0,15.74,0.1053370786516854
P045919543,2026-01-08,14:49,14,2026-01,2,Qui,Tarde,11,Econômica,App,2.24,0-3,2.9910714285714284,60,3.0,0.0,-57.0,0.0,0.0,3.0,Cancelada,1,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919585,2026-01-08,11:50,11,2026-01,2,Qui,Manhã,11,Econômica,App,3.72,3-7,1.9946236559139783,60,26.37,10.95,-33.629999999999995,5.05,2.7,7.67,Finalizada,0,0,,1,7.42,0,7.42,0,,7.42,0,8.92,0.202156334231806
P045919604,2026-01-08,11:51,11,2026-01,2,Qui,Manhã,11,Econômica,App,2.6,0-3,2.576923076923077,60,17.9,0.37,-42.1,0.12,0.0,17.41,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045919636,2026-01-08,11:52,11,2026-01,2,Qui,Manhã,11,Econômica,App,4.36,3-7,1.8256880733944953,60,53.05,12.27,-6.950000000000003,23.2,0.0,17.58,Finalizada,0,0,,1,7.96,0,7.96,0,,7.96,0,9.46,0.1884422110552766
P045919983,2026-01-08,11:02,11,2026-01,2,Qui,Manhã,11,Expressa,App,2.36,0-3,2.838983050847458,40,49.35,5.22,9.350000000000001,39.62,0.0,4.51,Finalizada,0,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920079,2025-10-08,11:04,11,2025-10,41,Qua,Manhã,11,Econômica,App,2.24,0-3,4.553571428571428,60,13.4,0.0,-46.6,0.22,0.22,12.96,Finalizada,0,0,,1,10.2,0,10.2,0,,10.2,0,11.7,0.1470588235294117
P045920134,2026-01-08,11:06,11,2026-01,2,Qui,Manhã,11,Integrada,Integrado,3.42,3-7,2.1169590643274856,55,18.65,0.28,-36.35,4.65,0.0,13.72,Finalizada,0,0,,1,7.24,0,7.24,0,,7.24,0,8.74,0.20718232044198892
P045920138,2026-01-08,11:06,11,2026-01,2,Qui,Manhã,11,Manual,App,2.75,0-3,2.4363636363636365,70,17.45,0.88,-52.55,9.98,0.0,6.59,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920153,2026-01-08,14:07,14,2026-01,2,Qui,Tarde,11,Econômica,,1.93,0-3,3.4715025906735755,60,3.0,0.0,-57.0,0.0,0.0,3.0,Cancelada,1,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920166,2026-01-08,12:07,12,2026-01,2,Qui,Tarde,11,Expressa,App,3.52,3-7,2.0568181818181817,40,54.08,22.02,14.079999999999998,1.23,0.0,30.83,Finalizada,0,0,,0,7.24,0,7.24,0,,7.24,0,8.74,0.20718232044198892
P045920280,2026-01-08,11:10,11,2026-01,2,Qui,Manhã,11,Manual,App,1.66,0-3,4.0361445783132535,70,20.25,12.22,-49.75,5.03,0.0,3.0,Cancelada,1,0,Motivo 01,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920483,2026-01-08,11:16,11,2026-01,2,Qui,Manhã,11,Manual,App,7.28,7-12,1.4766483516483515,70,33.5,0.0,-36.5,0.0,0.0,33.5,Cancelada,1,0,Motivo 05,0,10.75,0,10.75,0,,10.75,0,12.25,0.13953488372093026
P045920498,2026-01-08,13:16,13,2026-01,2,Qui,Tarde,11,Econômica,Integrado,2.1,0-3,4.857142857142857,60,14.88,0.0,-45.12,0.25,0.12,14.51,Finalizada,0,0,,1,10.2,0,10.2,0,,10.2,0,11.7,0.1470588235294117
P045920603,2026-01-08,11:19,11,2026-01,2,Qui,Manhã,11,Manual,App,0.55,0-3,16.727272727272723,70,5.48,0.07,-64.52,0.15,0.6,4.66,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P045920710,2026-01-08,12:22,12,2026-01,2,Qui,Tarde,11,Integrada,App,1.7,0-3,3.9411764705882355,55,12.93,0.0,-42.07,0.0,0.0,12.93,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920810,2026-01-08,11:25,11,2026-01,2,Qui,Manhã,11,Econômica,Integrado,1.76,0-3,3.806818181818182,60,5.9,0.33,-54.1,0.58,0.0,4.99,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920811,2026-01-08,11:25,11,2026-01,2,Qui,Manhã,11,Econômica,App,0.56,0-3,11.964285714285714,60,3.4,0.32,-56.6,0.08,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920829,2025-10-08,12:25,12,2025-10,41,Qua,Tarde,11,Manual,App,6.72,3-7,1.5,70,34.59,0.0,-35.41,0.43,1.17,32.99,Finalizada,0,0,,1,10.08,0,10.08,0,,10.08,0,11.58,0.14880952380952372
P045920839,2026-01-08,12:26,12,2026-01,2,Qui,Tarde,11,Integrada,Integrado,1.75,0-3,3.8285714285714287,55,34.17,26.85,-20.83,2.25,0.0,5.07,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045920848,2025-10-08,11:26,11,2025-10,41,Qua,Manhã,11,Manual,App,6.44,3-7,2.4301242236024843,70,16.68,1.56,-53.32,7.1,1.47,6.55,Cancelada,1,0,Motivo 04,0,15.65,0,15.65,0,,15.65,0,17.15,0.09584664536741205
P045920916,2025-10-08,11:28,11,2025-10,41,Qua,Manhã,11,Manual,,2.99,0-3,3.4113712374581935,70,10.35,0.87,-59.65,1.46,2.33,5.69,Finalizada,0,0,,1,10.2,0,10.2,0,,10.2,0,11.7,0.1470588235294117
P045921017,2026-01-08,11:31,11,2026-01,2,Qui,Manhã,11,Integrada,App,1.67,0-3,4.0119760479041915,55,26.63,0.33,-28.37,2.67,0.0,23.63,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921046,2025-10-08,12:31,12,2025-10,41,Qua,Tarde,11,Econômica,Integrado,5.8,3-7,1.5896551724137933,60,32.24,8.48,-27.759999999999998,0.1,0.0,23.66,Finalizada,0,0,,1,9.22,0,9.22,0,,9.22,0,10.72,0.16268980477223427
P045921106,2025-10-08,11:33,11,2025-10,41,Qua,Manhã,11,Manual,App,5.02,3-7,1.7290836653386454,70,18.25,0.0,-51.75,0.0,0.0,18.25,Cancelada,1,0,Motivo 04,0,8.68,0,8.68,0,,8.68,0,10.18,0.17281105990783407
P045921175,2025-10-08,11:35,11,2025-10,41,Qua,Manhã,11,Expressa,App,0.69,0-3,9.710144927536232,40,4.73,0.1,-35.269999999999996,0.2,0.0,4.43,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921259,2025-10-08,11:38,11,2025-10,41,Qua,Manhã,11,Manual,App,2.75,0-3,2.4363636363636365,70,16.73,0.77,-53.269999999999996,8.39,0.0,7.57,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921373,2026-01-08,12:42,12,2026-01,2,Qui,Tarde,11,Integrada,Integrado,0.89,0-3,7.52808988764045,55,13.05,0.12,-41.95,0.42,0.0,12.51,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921421,2026-01-08,12:43,12,2026-01,2,Qui,Tarde,11,Manual,App,1.3,0-3,7.461538461538461,70,10.79,0.17,-59.21,0.05,7.57,3.0,Finalizada,0,0,,1,9.7,0,9.7,0,,9.7,0,11.2,0.15463917525773208
P045921507,2026-01-08,08:45,8,2026-01,2,Qui,Manhã,11,Econômica,App,1.8,0-3,3.7222222222222223,60,33.25,1.27,-26.75,21.77,0.0,10.21,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921573,2026-01-08,11:47,11,2026-01,2,Qui,Manhã,11,Manual,App,0.53,0-3,12.641509433962264,70,9.8,0.0,-60.2,0.27,6.53,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921628,2026-01-08,12:49,12,2026-01,2,Qui,Tarde,11,Expressa,App,3.08,3-7,2.2337662337662336,40,13.18,0.27,-26.82,2.2,3.07,7.64,Finalizada,0,0,,1,6.88,0,6.88,0,,6.88,0,8.379999999999999,0.21802325581395343
P045921679,2025-10-08,12:50,12,2025-10,41,Qua,Tarde,11,Manual,App,3.79,3-7,1.95778364116095,70,19.73,0.0,-50.269999999999996,1.34,15.42,2.97,Finalizada,0,0,,1,7.42,0,7.42,0,,7.42,0,8.92,0.202156334231806
P045921706,2025-10-08,12:51,12,2025-10,41,Qua,Tarde,11,Econômica,App,1.86,0-3,3.6021505376344085,60,10.98,0.52,-49.019999999999996,3.69,0.0,6.77,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045921730,2025-10-08,12:52,12,2025-10,41,Qua,Tarde,11,Econômica,App,3.96,3-7,1.9191919191919191,60,14.7,0.94,-45.3,0.08,0.0,13.68,Finalizada,0,0,,1,7.6,0,7.6,0,,7.6,0,9.1,0.19736842105263164
P045921876,2026-01-08,10:56,10,2026-01,2,Qui,Manhã,11,Econômica,App,3.02,3-7,2.2781456953642385,60,25.38,9.22,-34.620000000000005,5.42,0.0,10.74,Finalizada,0,0,,1,6.88,0,6.88,0,,6.88,0,8.379999999999999,0.21802325581395343
P045922083,2026-01-08,12:02,12,2026-01,2,Qui,Tarde,11,Manual,App,2.41,0-3,3.609958506224066,70,5.95,0.0,-64.05,0.4,0.0,5.55,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
P045922401,2026-01-08,12:11,12,2026-01,2,Qui,Tarde,11,Manual,App,1.65,0-3,5.2727272727272725,70,8.65,0.38,-61.35,2.03,1.9,4.34,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
P045922472,2025-10-08,13:13,13,2025-10,41,Qua,Tarde,11,Integrada,App,1.34,0-3,6.492537313432835,55,5.05,0.59,-49.95,0.17,0.0,4.29,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
P045922485,2026-01-08,12:13,12,2026-01,2,Qui,Tarde,11,Manual,App,2.23,0-3,3.9013452914798203,70,26.65,10.88,-43.35,2.15,1.13,12.49,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
P045922503,2026-01-08,09:14,9,2026-01,2,Qui,Manhã,11,Econômica,App,1.52,0-3,4.407894736842105,60,5.35,0.23,-54.65,0.32,0.0,4.8,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P045922524,2026-01-08,12:14,12,2026-01,2,Qui,Tarde,11,Integrada,,1.64,0-3,5.304878048780488,55,7.87,0.0,-47.13,0.35,4.52,3.0,Finalizada,0,0,,1,8.7,0,8.7,0,,8.7,0,10.2,0.1724137931034484
